gender,age,class,embarked,country,fare,sibsp,parch,pred_age8,pred_fare72,pred_class1,pred_fareclass
male,22,1st,Cherbourg,X,135.1208,0,0,0.46,0.306,0.16,0.306
female,22,3rd,Southampton,Finland,39.1309,0,0,0.374,0.396,0.922,0.974
male,35,3rd,Southampton,Finland,7.0206,0,0,0.51,0.508,0.238,0.136
female,22,3rd,Queenstown,Ireland,7.1405,0,0,0.79,0.56,0.882,0.96
male,69,3rd,Southampton,England,14.1,0,0,0.476,0.342,0.076,0.06
female,64,3rd,Southampton,England,14.1,0,0,0.57,0.358,0.65,0.764
female,43,1st,Southampton,United States,211.0609,0,1,0.926,0.974,0.986,0.974
male,50,3rd,Southampton,England,14.1,1,0,0.398,0.316,0.302,0.292
female,48,3rd,Southampton,England,14.1,1,0,0.422,0.414,0.756,0.978
male,45,1st,Cherbourg,England,247.1006,0,0,0.464,0.144,0.104,0.144
male,31,1st,Southampton,United States,50.0911,0,0,0.384,0.124,0.07,0.124
male,18,2nd,Southampton,England,10.1,0,0,0.518,0.016,0.24,0.118
male,30,3rd,Southampton,Wales,8.01,0,0,0.578,0.404,0.194,0.106
male,45,1st,Southampton,United States,26.11,0,0,0.574,0.04,0.388,0.04
male,49,3rd,Southampton,Norway,7.1506,0,0,0.54,0.44,0.21,0.214
male,39,1st,Southampton,United States,50,0,0,0.38,0.036,0.012,0.036
female,2,3rd,Southampton,Finland,20.0403,1,1,0.464,0.34,0.736,0.736
female,41,3rd,Southampton,Finland,20.0403,0,2,0.598,0.24,0.918,0.964
male,18,3rd,Southampton,Finland,20.0403,1,1,0.474,0.132,0.344,0.334
female,33,1st,Cherbourg,France,27.1405,0,0,0.93,0.984,0.944,0.984
male,46,1st,Cherbourg,United States,79,0,0,0.47,0.116,0.066,0.116
male,36,1st,Southampton,Canada,40.0206,0,0,0.424,0.068,0.08,0.068
female,33,1st,Southampton,England,86.1,0,0,0.926,0.972,0.986,0.972
female,26,3rd,Southampton,Austria,8.01,0,0,0.632,0.458,0.906,0.97
male,46,1st,Cherbourg,United States,59.08,1,0,0.492,0.182,0.208,0.182
female,54,1st,Cherbourg,United States,59.08,1,0,0.958,0.988,0.992,0.988
male,55,3rd,Southampton,England,8.01,0,0,0.578,0.368,0.114,0.078
male,59,1st,Southampton,Peru,26.11,0,0,0.574,0.082,0.054,0.082
female,22,2nd,Southampton,Channel Islands,10.1,0,0,0.932,0.854,0.87,0.974
male,17,3rd,Southampton,England,8.01,0,0,0.578,0.256,0.232,0.148
male,24,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.334,0.276,0.168
male,30,3rd,Queenstown,Ireland,24.03,0,0,0.324,0.294,0.196,0.112
male,13,1st,Cherbourg,United States,262.0706,2,2,0.842,0.758,0.814,0.758
female,18,1st,Cherbourg,United States,262.0706,2,2,0.934,0.972,0.982,0.972
female,21,1st,Cherbourg,United States,262.0706,2,2,0.934,0.972,0.98,0.972
male,61,1st,Cherbourg,United States,262.0706,1,3,0.704,0.238,0.138,0.238
female,48,1st,Cherbourg,United States,262.0706,1,3,0.904,0.97,0.974,0.97
male,30,3rd,Cherbourg,Lebanon,7.0407,0,0,0.382,0.38,0.38,0.364
male,27,3rd,Cherbourg,Lebanon,7.0406,0,0,0.366,0.398,0.442,0.434
male,47,1st,Southampton,England,30.1,0,0,0.582,0.08,0.464,0.08
male,19,3rd,Queenstown,Ireland,7.1407,0,0,0.386,0.208,0.24,0.126
male,17,3rd,Southampton,England,7.111,0,0,0.528,0.256,0.212,0.148
male,43,3rd,Southampton,Norway,7.05,0,0,0.516,0.418,0.222,0.03
male,13,3rd,Southampton,England,69.11,8,2,0.022,0.004,0.422,0.418
male,5,3rd,Southampton,England,69.11,8,2,0.022,0.038,0.492,0.488
female,8,3rd,Southampton,England,69.11,8,2,0.022,0.03,0.616,0.618
female,14,3rd,Southampton,England,69.11,8,2,0.022,0.048,0.672,0.676
female,10,3rd,Southampton,England,69.11,8,2,0.022,0.028,0.636,0.638
female,21,3rd,Southampton,England,69.11,8,2,0.022,0.06,0.688,0.692
male,18,3rd,Southampton,England,69.11,8,2,0.022,0.004,0.274,0.272
male,17,3rd,Southampton,England,69.11,8,2,0.022,0.004,0.306,0.304
male,20,3rd,Southampton,England,69.11,8,2,0.022,0.01,0.246,0.242
male,45,3rd,Southampton,England,69.11,1,9,0.224,0.052,0.268,0.266
female,45,3rd,Southampton,England,69.11,1,9,0.182,0.104,0.792,0.802
female,24,1st,Cherbourg,X,69.06,0,0,0.95,0.988,0.99,0.988
male,24,3rd,Southampton,Sweden,9.0606,0,0,0.582,0.368,0.24,0.172
female,21,3rd,Southampton,Norway,7.13,0,0,0.712,0.382,0.888,0.974
male,43,1st,Southampton,United States,26,0,0,0.486,0.03,0.272,0.03
male,29,3rd,Southampton,United States,7.1806,0,0,0.584,0.4,0.214,0.114
male,17,3rd,Cherbourg,Lebanon,21.1307,2,0,0.358,0.18,0.428,0.352
male,40,3rd,Cherbourg,Lebanon,21.1307,2,0,0.358,0.204,0.378,0.234
male,16,3rd,Cherbourg,Lebanon,21.1307,2,0,0.358,0.184,0.44,0.366
female,1,3rd,Southampton,Sweden,16.14,1,1,0.592,0.38,0.804,0.774
female,4,3rd,Southampton,Sweden,16.14,1,1,0.592,0.366,0.814,0.816
female,24,3rd,Southampton,Sweden,16.14,0,2,0.686,0.332,0.952,0.95
male,21,3rd,Southampton,Belgium,9.1,0,0,0.572,0.26,0.26,0.11
male,19,3rd,Southampton,England,8.01,0,0,0.578,0.256,0.234,0.118
male,24,3rd,Southampton,England,8.01,0,0,0.578,0.368,0.24,0.172
male,22,3rd,Queenstown,Ireland,7.1406,0,0,0.386,0.212,0.25,0.114
female,35,1st,Cherbourg,Germany,57.15,1,0,0.958,0.99,0.996,0.99
male,29,3rd,Southampton,Belgium,9.1,0,0,0.572,0.4,0.236,0.114
male,22,2nd,Southampton,England,13,0,0,0.508,0.02,0.274,0.11
male,42,3rd,Southampton,X,7.1711,0,0,0.556,0.418,0.222,0.032
male,28,2nd,Southampton,England,13,0,0,0.508,0.07,0.266,0.154
male,10,3rd,Cherbourg,Lebanon,4,0,0,0.316,0.35,0.52,0.494
female,30,1st,Southampton,X,31,0,0,0.888,0.976,0.918,0.976
male,34,1st,Southampton,United States,26.11,0,0,0.574,0.132,0.488,0.132
male,35,3rd,Southampton,Ireland,13,0,0,0.544,0.508,0.268,0.136
male,29,2nd,Southampton,England,26,0,0,0.472,0.076,0.23,0.114
male,27,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.284,0.244,0.17
male,19,3rd,Cherbourg,X,7.0406,0,0,0.366,0.282,0.442,0.36
male,55,3rd,Southampton,England,15.02,0,0,0.498,0.368,0.114,0.078
female,25,2nd,Southampton,United States,26,0,1,0.99,0.922,0.952,0.962
male,26,3rd,Cherbourg,Lebanon,7.0406,0,0,0.366,0.384,0.438,0.446
female,20,3rd,Queenstown,Ireland,7.1607,0,0,0.78,0.538,0.888,0.962
male,22,3rd,Southampton,England,8.01,0,0,0.578,0.258,0.246,0.11
female,40,1st,Southampton,United States,153.0903,0,0,0.908,0.966,0.988,0.966
female,17,2nd,Southampton,Finland,13,0,2,0.896,0.936,0.878,0.968
male,35,1st,Southampton,United States,26.0509,0,0,0.618,0.136,0.59,0.136
female,39,1st,Cherbourg,United States,55.18,1,0,0.958,0.986,0.992,0.986
male,51,1st,Cherbourg,United States,55.18,1,0,0.582,0.24,0.32,0.24
male,40,3rd,Southampton,England,8.01,0,0,0.578,0.452,0.212,0.036
male,56,1st,Southampton,Switzerland,35.1,0,0,0.532,0.112,0.256,0.112
female,20,2nd,Southampton,England,36.15,0,0,0.946,0.89,0.958,0.974
female,30,2nd,Southampton,Finland,13,0,0,0.91,0.878,0.888,0.976
male,22,3rd,Cherbourg,Turkey,7.0407,0,0,0.382,0.29,0.434,0.306
male,20,3rd,Southampton,England,8.01,0,0,0.578,0.258,0.242,0.112
male,40,3rd,Southampton,Bosnia,7.1711,0,0,0.556,0.452,0.21,0.036
male,21,3rd,Southampton,United States,7.1806,0,0,0.584,0.26,0.252,0.11
female,18,3rd,Southampton,Finland,6.0911,0,0,0.732,0.418,0.898,0.968
male,59,2nd,Southampton,Sweden,13.1,0,0,0.496,0.122,0.064,0.082
male,5,3rd,Southampton,United States,27.18,3,2,0.024,0.102,0.5,0.544
male,11,3rd,Southampton,United States,27.18,3,2,0.024,0.064,0.476,0.506
female,9,3rd,Southampton,United States,27.18,3,2,0.028,0.098,0.738,0.75
female,2,3rd,Southampton,United States,27.18,3,2,0.028,0.162,0.62,0.594
female,43,3rd,Southampton,Sweden,27.18,1,4,0.148,0.146,0.798,0.866
male,40,3rd,Southampton,Sweden,27.18,1,4,0.168,0.08,0.29,0.308
male,42,3rd,Southampton,X,7.1711,0,0,0.556,0.418,0.222,0.032
female,30,2nd,Queenstown,Canada,12.07,0,0,0.934,0.864,0.896,0.962
male,35,2nd,Southampton,England,10.1,0,0,0.518,0.14,0.264,0.136
male,20,3rd,Southampton,England,8.01,0,0,0.578,0.258,0.242,0.112
male,28,1st,Southampton,United States,35.1,0,0,0.532,0.154,0.354,0.154
male,56,1st,Southampton,England,26.11,0,0,0.574,0.112,0.148,0.112
male,37,3rd,Southampton,Croatia,8.1303,0,0,0.574,0.5,0.204,0.044
female,49,2nd,Southampton,England,13,0,0,0.91,0.872,0.916,0.962
male,56,1st,Cherbourg,France,30.1311,0,0,0.6,0.13,0.092,0.13
male,24,1st,Cherbourg,United States,60,1,0,0.48,0.236,0.25,0.236
male,57,1st,Southampton,England,26,0,0,0.486,0.086,0.046,0.086
female,18,1st,Cherbourg,United States,60,1,0,0.952,0.988,0.988,0.988
female,18,3rd,Queenstown,Ireland,7.1408,0,0,0.786,0.546,0.894,0.958
male,27,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.284,0.244,0.17
male,24,1st,Southampton,United States,82.0504,1,0,0.572,0.328,0.456,0.328
female,23,1st,Southampton,United States,82.0504,1,0,0.912,0.984,0.998,0.984
male,25,2nd,Southampton,England,13,0,0,0.508,0.064,0.284,0.174
male,19,3rd,Southampton,Norway,7.13,0,0,0.534,0.256,0.226,0.118
male,31,3rd,Southampton,England,8.01,0,0,0.578,0.5,0.198,0.124
male,23,3rd,Southampton,England,8.01,0,0,0.578,0.276,0.238,0.122
male,6,1st,Cherbourg,United States,134.1,0,2,0.89,0.854,0.892,0.854
male,45,1st,Cherbourg,United States,134.1,1,1,0.728,0.358,0.444,0.358
female,39,1st,Cherbourg,United States,134.1,1,1,0.95,0.99,0.996,0.99
female,48,1st,Cherbourg,United States,146.1005,1,0,0.946,0.988,0.986,0.988
male,57,1st,Cherbourg,United States,146.1005,1,0,0.446,0.182,0.082,0.182
male,31,3rd,Southampton,England,8.01,0,0,0.578,0.5,0.198,0.124
male,32,1st,Southampton,Switzerland,30.1,0,0,0.582,0.152,0.452,0.152
male,23,3rd,Southampton,Bulgaria,7.1711,0,0,0.556,0.276,0.236,0.122
male,33,3rd,Cherbourg,Croatia,8.1309,0,0,0.442,0.414,0.386,0.362
female,24,3rd,Southampton,England,7.11,0,0,0.682,0.426,0.898,0.976
male,22,3rd,Southampton,England,8.01,0,0,0.578,0.258,0.246,0.11
male,42,2nd,Cherbourg,United States,15,0,0,0.42,0.13,0.274,0.142
male,62,1st,Southampton,England,26.11,0,0,0.574,0.078,0.05,0.078
male,54,1st,Cherbourg,United States,55.081,1,0,0.594,0.274,0.466,0.274
female,43,1st,Cherbourg,Ireland,55.081,1,0,0.958,0.988,0.994,0.988
female,52,1st,Cherbourg,United States,78.0504,1,0,0.958,0.986,0.992,0.986
male,64,1st,Cherbourg,United States,27.1405,0,0,0.558,0.086,0.026,0.086
male,24,2nd,Southampton,England,10.1,0,0,0.518,0.056,0.258,0.172
female,61,1st,Southampton,United States,80,0,0,0.924,0.94,0.952,0.94
male,59,3rd,Southampton,England,13,0,0,0.544,0.362,0.064,0.082
male,19,3rd,Southampton,Bulgaria,7.1711,0,0,0.556,0.256,0.232,0.118
female,22,3rd,Southampton,Finland,9.1609,0,0,0.568,0.396,0.852,0.974
male,30,3rd,Southampton,Finland,7.1806,0,0,0.584,0.404,0.202,0.106
male,67,1st,Southampton,United States,221.1507,1,0,0.516,0.1,0.08,0.1
female,63,1st,Southampton,Germany,221.1507,1,0,0.772,0.666,0.438,0.666
male,27,3rd,Southampton,Croatia,8.1303,0,0,0.574,0.358,0.244,0.176
female,2,3rd,Southampton,United States,10.0903,0,1,0.566,0.428,0.73,0.804
female,29,3rd,Southampton,Sweden,10.0903,1,1,0.414,0.35,0.652,0.966
male,20,3rd,Southampton,England,8.01,0,0,0.578,0.258,0.242,0.112
male,44,3rd,Southampton,Finland,7.1806,0,0,0.584,0.422,0.262,0.032
male,25,3rd,Southampton,England,7.01,0,0,0.506,0.372,0.24,0.174
male,61,1st,Southampton,England,32.0605,0,0,0.508,0.08,0.04,0.08
male,74,3rd,Southampton,Sweden,7.1506,0,0,0.54,0.342,0.068,0.06
male,14,3rd,Southampton,Sweden,9.0406,0,0,0.582,0.338,0.398,0.252
male,24,3rd,Southampton,Sweden,7.1511,0,0,0.586,0.368,0.256,0.172
male,19,2nd,Southampton,England,13,0,0,0.508,0.016,0.258,0.118
male,14,2nd,Southampton,England,65,0,0,0.388,0.094,0.256,0.252
female,46,1st,Southampton,United States,25.1807,0,0,0.904,0.954,0.954,0.954
male,0.4166666667,3rd,Cherbourg,Lebanon,8.1004,0,1,0.752,0.676,0.766,0.788
male,30,3rd,Cherbourg,Lebanon,6.0809,1,0,0.414,0.258,0.408,0.284
female,16,3rd,Cherbourg,Lebanon,8.1004,1,1,0.788,0.594,0.838,0.984
female,18,1st,Southampton,United States,79.13,0,2,0.912,0.966,0.974,0.966
male,52,1st,Southampton,United States,79.13,1,1,0.692,0.224,0.268,0.224
female,39,1st,Southampton,United States,79.13,1,1,0.904,0.984,0.988,0.984
male,48,1st,Southampton,United States,52,1,0,0.476,0.328,0.438,0.328
male,40,2nd,Southampton,England,22,0,0,0.486,0.122,0.202,0.036
female,49,1st,Southampton,United States,52,1,0,0.916,0.978,0.996,0.978
male,25,3rd,Southampton,Sweden,7.1511,0,0,0.586,0.372,0.278,0.174
male,49,1st,Cherbourg,United States,110.1708,1,1,0.708,0.326,0.218,0.326
male,17,1st,Cherbourg,United States,110.1708,0,2,0.884,0.728,0.766,0.728
female,39,1st,Cherbourg,United States,110.1708,1,1,0.952,0.99,0.996,0.99
male,34,3rd,Southampton,England,8.01,0,0,0.578,0.508,0.248,0.132
male,34,3rd,Cherbourg,X,6.0809,0,0,0.352,0.394,0.356,0.35
male,16,3rd,Cherbourg,X,7.0406,0,0,0.366,0.274,0.438,0.4
male,37,3rd,Southampton,Scotland,8.01,0,0,0.578,0.5,0.204,0.044
female,38,1st,Cherbourg,United States,80,0,0,0.944,0.984,0.978,0.984
male,37,3rd,Southampton,England,16.02,1,0,0.45,0.356,0.292,0.142
female,33,3rd,Southampton,England,16.02,1,0,0.462,0.5,0.884,0.982
male,32,3rd,Southampton,Finland,7.1806,0,0,0.584,0.566,0.246,0.152
male,20,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.21,0.244,0.122
male,23,3rd,Southampton,Bulgaria,7.1711,0,0,0.556,0.276,0.236,0.122
male,22,3rd,Southampton,England,8.01,0,0,0.578,0.258,0.246,0.11
female,48,2nd,Southampton,Ireland,10.1,0,0,0.932,0.866,0.902,0.962
male,41,3rd,Southampton,England,8.01,0,0,0.578,0.428,0.21,0.028
male,20,3rd,Cherbourg,Lebanon,7.0407,0,0,0.382,0.286,0.464,0.356
male,26,3rd,Southampton,Sweden,13,0,0,0.544,0.376,0.282,0.174
male,25,3rd,Southampton,Bulgaria,7.1711,0,0,0.556,0.372,0.254,0.174
male,23,2nd,Southampton,England,13,0,0,0.508,0.028,0.266,0.122
female,27,2nd,Southampton,Scotland,12.13,0,0,0.932,0.878,0.918,0.976
female,27,2nd,Southampton,England,10.1,0,0,0.932,0.878,0.91,0.976
male,31,1st,Cherbourg,United States,28.1009,0,0,0.622,0.37,0.516,0.37
male,8,3rd,Cherbourg,Lebanon,15.0411,1,1,0.764,0.594,0.758,0.712
female,9,3rd,Cherbourg,Lebanon,15.0411,1,1,0.706,0.622,0.854,0.944
female,27,3rd,Cherbourg,Lebanon,15.0411,0,2,0.812,0.634,0.914,0.98
male,36,3rd,Southampton,Croatia,7.1711,0,0,0.556,0.506,0.232,0.068
female,18,3rd,Southampton,Finland,9.161,0,0,0.572,0.418,0.884,0.968
female,63,3rd,Southampton,Finland,9.1109,0,0,0.57,0.366,0.658,0.75
female,26,2nd,Southampton,England,21,1,0,0.738,0.872,0.758,0.976
male,29,2nd,Southampton,England,21,1,0,0.476,0.072,0.286,0.204
male,39,1st,Cherbourg,Mexico,27.1405,0,0,0.558,0.16,0.168,0.16
male,10,3rd,Southampton,England,14.1,1,1,0.348,0.268,0.5,0.612
male,9,3rd,Southampton,England,14.1,1,1,0.348,0.352,0.56,0.642
male,35,3rd,Southampton,England,14.1,0,2,0.458,0.282,0.268,0.326
male,28,3rd,Southampton,Belgium,9.1,0,0,0.572,0.366,0.248,0.154
male,46,3rd,Southampton,Belgium,9,0,0,0.574,0.406,0.218,0.03
male,61,1st,Southampton,United States,33.1,0,0,0.512,0.08,0.044,0.08
female,18,3rd,Southampton,Belgium,18,2,0,0.342,0.304,0.814,0.95
male,31,3rd,Southampton,Belgium,18,3,0,0.224,0.29,0.348,0.266
male,15,3rd,Southampton,Belgium,18,2,0,0.36,0.162,0.374,0.322
female,31,3rd,Southampton,Belgium,18,1,0,0.38,0.444,0.826,0.976
male,35,3rd,Southampton,Belgium,9.1,0,0,0.572,0.508,0.262,0.136
male,28,3rd,Southampton,Belgium,9.1,0,0,0.572,0.366,0.248,0.154
female,10,3rd,Southampton,Belgium,24.03,0,2,0.266,0.28,0.886,0.914
male,36,3rd,Southampton,Belgium,24.03,1,1,0.318,0.222,0.31,0.346
female,30,3rd,Southampton,Belgium,24.03,1,1,0.254,0.336,0.846,0.97
male,23,3rd,Southampton,Belgium,9.1,0,0,0.572,0.276,0.25,0.122
male,22,3rd,Cherbourg,Turkey,7.0406,0,0,0.366,0.29,0.43,0.306
male,40,2nd,Southampton,United States,13,0,0,0.508,0.122,0.21,0.036
male,20,3rd,Southampton,Sweden,7.1701,0,0,0.556,0.258,0.238,0.112
female,14,3rd,Southampton,Sweden,7.1701,0,0,0.574,0.418,0.836,0.946
male,21,3rd,Southampton,Slovenia,7.1711,0,0,0.556,0.26,0.244,0.11
male,22,3rd,Southampton,Belgium,9,0,0,0.574,0.258,0.246,0.11
male,48,1st,Southampton,United States,34,0,0,0.512,0.17,0.22,0.17
female,36,2nd,Southampton,England,21,0,0,0.816,0.89,0.91,0.956
female,37,1st,Cherbourg,X,512.0607,0,0,0.944,0.974,0.986,0.974
male,35,3rd,Southampton,England,8.01,0,0,0.578,0.508,0.25,0.136
male,47,2nd,Southampton,England,21,1,0,0.476,0.106,0.31,0.206
female,32,2nd,Southampton,England,21,0,0,0.816,0.876,0.856,0.972
male,23,2nd,Southampton,England,10.1,1,0,0.502,0.056,0.32,0.286
male,31,3rd,Southampton,England,7.11,0,0,0.528,0.5,0.192,0.124
male,63,1st,Cherbourg,United States,75.05,1,0,0.482,0.124,0.13,0.124
female,60,1st,Cherbourg,England,75.05,1,0,0.954,0.976,0.976,0.976
male,19,2nd,Belfast,Northern Ireland,22,0,0,0.434,0.018,0.266,0.124
female,12,2nd,Southampton,Scotland,15.15,0,0,0.932,0.872,0.922,0.944
female,40,2nd,Southampton,Scotland,15.15,0,0,0.932,0.892,0.954,0.966
male,23,3rd,Cherbourg,Lebanon,7.0406,0,0,0.366,0.298,0.414,0.296
female,37,2nd,Southampton,England,13,0,0,0.91,0.894,0.892,0.958
male,66,3rd,Southampton,England,8.01,0,0,0.578,0.344,0.08,0.06
male,59,1st,Southampton,United States,26.11,0,0,0.574,0.082,0.054,0.082
male,37,2nd,Southampton,Hungary,26,1,0,0.472,0.1,0.302,0.142
female,37,2nd,Southampton,England,26,1,0,0.936,0.902,0.912,0.964
male,2,2nd,Southampton,England,23,1,1,0.796,0.722,0.768,0.672
female,4,2nd,Southampton,England,23,1,1,0.918,0.896,0.836,0.816
female,29,2nd,Southampton,England,23,0,2,0.97,0.934,0.944,0.954
male,27,3rd,Southampton,Sweden,7.1511,0,0,0.586,0.358,0.272,0.176
female,0.8333333333,2nd,Southampton,England,27.15,1,2,0.97,0.838,0.782,0.678
female,4,2nd,Southampton,England,27.15,1,2,0.97,0.878,0.812,0.73
male,36,2nd,Southampton,England,27.15,1,2,0.69,0.11,0.386,0.436
female,33,2nd,Southampton,England,27.15,1,2,0.97,0.932,0.908,0.936
male,65,2nd,Southampton,England,10.1,0,0,0.518,0.12,0.092,0.06
male,26,2nd,Southampton,England,12.1706,0,0,0.518,0.076,0.278,0.174
male,31,2nd,Southampton,England,13,0,0,0.508,0.104,0.22,0.124
male,54,1st,Southampton,United States,77.0509,0,1,0.58,0.06,0.07,0.06
male,21,1st,Southampton,United States,77.0509,0,1,0.58,0.166,0.156,0.166
female,55,1st,Cherbourg,X,135.1208,0,0,0.946,0.974,0.978,0.974
male,57,1st,Southampton,United States,164.1704,1,1,0.658,0.112,0.064,0.112
female,31,1st,Southampton,United States,164.1704,0,2,0.832,0.96,0.932,0.96
female,45,1st,Southampton,United States,164.1704,1,1,0.808,0.982,0.954,0.982
male,51,3rd,Southampton,Sweden,7.15,0,0,0.536,0.424,0.238,0.208
male,50,1st,Southampton,United States,211.1,1,1,0.636,0.208,0.144,0.208
male,27,1st,Southampton,United States,211.1,0,2,0.688,0.284,0.12,0.284
female,50,1st,Southampton,United States,211.1,1,1,0.834,0.976,0.956,0.976
male,18,3rd,Southampton,Finland,6.0911,1,0,0.428,0.204,0.244,0.232
male,21,3rd,Southampton,Finland,6.0911,1,0,0.428,0.212,0.268,0.25
female,47,3rd,Southampton,England,7,1,0,0.634,0.424,0.84,0.976
female,30,2nd,Southampton,England,26,1,0,0.936,0.888,0.902,0.974
female,21,1st,Southampton,United States,26.11,0,0,0.926,0.974,0.964,0.974
male,37,3rd,Cherbourg,X,8.1403,0,0,0.442,0.364,0.292,0.18
male,21,3rd,Southampton,Wales,7.11,0,0,0.528,0.26,0.232,0.11
male,51,1st,Cherbourg,Switzerland,61.0707,0,1,0.812,0.214,0.21,0.214
male,23,2nd,Southampton,England,13,0,0,0.508,0.028,0.266,0.122
male,43,1st,Southampton,United States,35,0,0,0.518,0.03,0.154,0.03
male,28,3rd,Southampton,England,8.01,0,0,0.578,0.366,0.234,0.154
male,28,3rd,Southampton,Wales,16.02,0,0,0.504,0.366,0.278,0.154
male,21,1st,Cherbourg,Switzerland,61.0707,0,1,0.812,0.632,0.694,0.632
female,31,1st,Cherbourg,X,134.1,0,0,0.948,0.986,0.992,0.986
male,21,3rd,Southampton,South Africa,7.05,0,0,0.516,0.26,0.23,0.11
male,17,3rd,Southampton,Switzerland,8.1303,0,0,0.574,0.256,0.228,0.148
male,54,3rd,Southampton,England,7.05,0,0,0.516,0.392,0.192,0.14
male,36,3rd,Southampton,Belgium,9.1,0,0,0.572,0.506,0.242,0.068
male,32,2nd,Southampton,England,22,0,0,0.486,0.142,0.262,0.152
male,46,1st,Southampton,England,35.1,0,0,0.532,0.03,0.25,0.03
female,26,2nd,Southampton,England,13.1,0,0,0.922,0.87,0.898,0.97
male,62,1st,Southampton,Canada,26.11,0,0,0.574,0.078,0.05,0.078
male,27,3rd,Cherbourg,Lebanon,14.0901,1,0,0.438,0.272,0.462,0.314
female,15,3rd,Cherbourg,Lebanon,14.0901,1,0,0.594,0.588,0.824,0.982
female,36,1st,Cherbourg,United States,135.1208,0,0,0.946,0.956,0.972,0.956
male,26,3rd,Cherbourg,Lebanon,7.0406,0,0,0.366,0.384,0.438,0.446
male,45,3rd,Cherbourg,Lebanon,7.0407,0,0,0.382,0.306,0.306,0.144
female,23,3rd,Cherbourg,Lebanon,22.0702,0,2,0.852,0.634,0.946,0.988
female,24,2nd,Southampton,France,13,0,0,0.91,0.858,0.866,0.976
male,22,3rd,Cherbourg,Turkey,7.0406,0,0,0.366,0.29,0.43,0.306
male,27,3rd,Cherbourg,Turkey,7.0406,0,0,0.366,0.398,0.442,0.434
male,25,3rd,Cherbourg,Lebanon,7.0406,0,0,0.366,0.38,0.434,0.404
male,29,3rd,Southampton,Germany,7.1706,0,0,0.552,0.4,0.21,0.114
male,21,victualling crew,Southampton,England,0,0,0,0.358,0.228,0.278,0.11
male,34,engineering crew,Southampton,England,0,0,0,0.33,0.412,0.304,0.132
male,26,engineering crew,Southampton,England,0,0,0,0.33,0.304,0.294,0.174
male,20,victualling crew,Southampton,Channel Islands,0,0,0,0.358,0.226,0.27,0.112
male,31,victualling crew,Southampton,England,0,0,0,0.358,0.406,0.246,0.124
male,37,victualling crew,Southampton,England,0,0,0,0.358,0.398,0.266,0.044
male,22,restaurant staff,Southampton,England,0,0,0,0.33,0.18,0.278,0.11
male,24,engineering crew,Southampton,England,0,0,0,0.33,0.312,0.276,0.172
male,17,victualling crew,Southampton,England,0,0,0,0.358,0.226,0.262,0.148
male,26,victualling crew,Southampton,England,0,0,0,0.358,0.312,0.294,0.174
male,30,engineering crew,Southampton,England,0,0,0,0.33,0.32,0.24,0.106
male,36,victualling crew,Southampton,England,0,0,0,0.358,0.408,0.296,0.068
male,36,engineering crew,Belfast,England,0,0,0,0.304,0.304,0.312,0.078
male,41,victualling crew,Belfast,England,0,0,0,0.318,0.274,0.304,0.056
male,40,deck crew,Southampton,England,0,0,0,0.728,0.432,0.28,0.036
male,48,victualling crew,Southampton,England,0,0,0,0.358,0.37,0.276,0.17
male,19,victualling crew,Southampton,England,0,0,0,0.358,0.224,0.26,0.118
male,35,deck crew,Southampton,England,0,0,0,0.728,0.522,0.312,0.136
male,26,victualling crew,Southampton,England,0,0,0,0.358,0.312,0.294,0.174
male,41,victualling crew,Southampton,Ireland,0,0,0,0.358,0.338,0.274,0.028
male,26,restaurant staff,Southampton,England,0,0,0,0.33,0.264,0.294,0.174
male,21,engineering crew,Southampton,England,0,0,0,0.33,0.244,0.278,0.11
male,23,victualling crew,Southampton,England,0,0,0,0.358,0.242,0.278,0.122
male,37,victualling crew,Belfast,England,0,0,0,0.318,0.308,0.304,0.068
male,28,victualling crew,Southampton,England,0,0,0,0.358,0.304,0.282,0.154
male,33,victualling crew,Southampton,England,0,0,0,0.358,0.428,0.292,0.13
male,36,victualling crew,Belfast,England,0,0,0,0.318,0.314,0.312,0.078
male,46,engineering crew,Southampton,Wales,0,0,0,0.33,0.314,0.286,0.03
male,46,deck crew,Southampton,England,0,0,0,0.728,0.424,0.286,0.03
male,24,engineering crew,Southampton,England,0,0,0,0.33,0.312,0.276,0.172
male,19,victualling crew,Southampton,England,0,0,0,0.358,0.224,0.26,0.118
male,24,restaurant staff,Southampton,England,0,0,0,0.33,0.26,0.276,0.172
male,34,engineering crew,Southampton,England,0,0,0,0.33,0.412,0.304,0.132
male,19,victualling crew,Southampton,England,0,0,0,0.358,0.224,0.26,0.118
male,41,victualling crew,Southampton,England,0,0,0,0.358,0.338,0.274,0.028
male,42,victualling crew,Belfast,England,0,0,0,0.318,0.272,0.312,0.06
male,30,engineering crew,Southampton,England,0,0,0,0.33,0.32,0.24,0.106
male,36,victualling crew,Southampton,England,0,0,0,0.358,0.408,0.296,0.068
male,29,engineering crew,Southampton,England,0,0,0,0.33,0.318,0.26,0.114
male,40,victualling crew,Southampton,England,0,0,0,0.358,0.36,0.28,0.036
male,40,engineering crew,Southampton,England,0,0,0,0.33,0.344,0.28,0.036
