gender,age,class,embarked,country,fare,sibsp,parch,pred0,age_2,pred1,class_2,pred2,fare_2,pred3,gender_2,pred4,embarked_2,pred5,sibsp_2,pred6,parch_2,pred7
male,47,victualling crew,Southampton,England,0,0,0,0.002,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,victualling crew,Belfast,England,0,0,0,0.004,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,54,engineering crew,Southampton,Ireland,0,0,0,0.002,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,39,deck crew,Southampton,England,0,0,0,0.786,8,0.728,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,21,victualling crew,Southampton,England,0,0,0,0.006,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,21,victualling crew,Southampton,England,0,0,0,0.006,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,40,victualling crew,Belfast,England,0,0,0,0.002,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,24,engineering crew,Southampton,England,0,0,0,0.014,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,19,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,17,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,29,engineering crew,Southampton,England,0,0,0,0.02,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,17,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,39,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,40,victualling crew,Southampton,England,0,0,0,0.018,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,38,engineering crew,Belfast,England,0,0,0,0,8,0.304,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,54,engineering crew,Southampton,England,0,0,0,0.002,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,32,victualling crew,Southampton,England,0,0,0,0.012,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,21,victualling crew,Southampton,England,0,0,0,0.006,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,34,engineering crew,Belfast,Northern Ireland,0,0,0,0.006,8,0.304,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,23,victualling crew,Southampton,England,0,0,0,0.004,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,52,victualling crew,Southampton,England,0,0,0,0.038,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,43,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,45,victualling crew,Belfast,England,0,0,0,0,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,24,engineering crew,Southampton,England,0,0,0,0.014,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,22,engineering crew,Southampton,England,0,0,0,0.006,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,victualling crew,Southampton,England,0,0,0,0.002,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,43,deck crew,Belfast,England,0,0,0,0.838,8,0.784,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,28,engineering crew,Southampton,England,0,0,0,0.002,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,40,victualling crew,Belfast,England,0,0,0,0.002,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,26,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,33,engineering crew,Belfast,England,0,0,0,0.002,8,0.304,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,45,engineering crew,Southampton,England,0,0,0,0.002,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,37,victualling crew,Belfast,England,0,0,0,0,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,29,deck crew,Southampton,England,0,0,0,0.71,8,0.728,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,36,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,engineering crew,Southampton,England,0,0,0,0.006,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,43,victualling crew,Belfast,England,0,0,0,0.024,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,40,victualling crew,Southampton,England,0,0,0,0.018,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,36,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,31,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,victualling crew,Southampton,England,0,0,0,0.002,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,19,victualling crew,Belfast,England,0,0,0,0.004,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,29,engineering crew,Belfast,England,0,0,0,0.004,8,0.304,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,26,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,46,engineering crew,Belfast,England,0,0,0,0,8,0.304,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,43,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,29,deck crew,Belfast,England,0,0,0,0.774,8,0.784,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,22,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,28,victualling crew,Belfast,England,0,0,0,0.024,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,24,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,29,deck crew,Belfast,England,0,0,0,0.774,8,0.784,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,29,engineering crew,Southampton,England,0,0,0,0.02,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,15,victualling crew,Southampton,England,0,0,0,0.012,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,40,deck crew,Southampton,England,0,0,0,0.818,8,0.728,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,33,deck crew,Southampton,England,0,0,0,0.852,8,0.728,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,23,engineering crew,Southampton,England,0,0,0,0.004,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,36,engineering crew,Belfast,England,0,0,0,0,8,0.304,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,38,victualling crew,Belfast,England,0,0,0,0,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,31,victualling crew,Belfast,England,0,0,0,0.042,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,34,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,18,victualling crew,Southampton,England,0,0,0,0.004,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,32,victualling crew,Southampton,England,0,0,0,0.012,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,53,deck crew,Southampton,England,0,0,0,0.77,8,0.728,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,23,engineering crew,Southampton,England,0,0,0,0.004,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,27,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,41,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,23,engineering crew,Southampton,England,0,0,0,0.004,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,31,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,28,deck crew,Belfast,England,0,0,0,0.776,8,0.784,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,19,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,31,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,19,engineering crew,Southampton,England,0,0,0,0.01,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,21,victualling crew,Southampton,England,0,0,0,0.006,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,victualling crew,Southampton,England,0,0,0,0.002,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,33,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,22,victualling crew,Belfast,England,0,0,0,0.028,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,59,engineering crew,Southampton,England,0,0,0,0.008,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,38,restaurant staff,Southampton,France,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,27,engineering crew,Southampton,Wales,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,35,victualling crew,Belfast,England,0,0,0,0.002,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,29,restaurant staff,Southampton,England,0,0,0,0.002,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,28,restaurant staff,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,55,victualling crew,Belfast,England,0,0,0,0.002,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,25,victualling crew,Southampton,England,0,0,0,0.002,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,24,victualling crew,Southampton,England,0,0,0,0.866,8,0.73,1st,0.838,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,23,deck crew,Belfast,England,0,0,0,0.804,8,0.784,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,38,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,41,victualling crew,Belfast,England,0,0,0,0.006,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,17,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,37,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,29,victualling crew,Southampton,England,0,0,0,0.008,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,32,deck crew,Southampton,England,0,0,0,0.86,8,0.728,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,21,victualling crew,Southampton,England,0,0,0,0.006,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,24,restaurant staff,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,32,victualling crew,Belfast,England,0,0,0,0.042,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,31,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,38,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,40,engineering crew,Southampton,England,0,0,0,0.006,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,44,engineering crew,Southampton,England,0,0,0,0.004,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,engineering crew,Southampton,England,0,0,0,0.006,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,victualling crew,Southampton,England,0,0,0,0.002,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,18,victualling crew,Southampton,England,0,0,0,0.004,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,23,engineering crew,Belfast,Scotland,0,0,0,0.008,8,0.304,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,22,engineering crew,Southampton,England,0,0,0,0.006,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,43,engineering crew,Belfast,England,0,0,0,0.014,8,0.304,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,37,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,victualling crew,Southampton,England,0,0,0,0.002,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,44,engineering crew,Belfast,England,0,0,0,0,8,0.304,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,28,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,26,engineering crew,Southampton,Scotland,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,36,victualling crew,Belfast,England,0,0,0,0,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,34,victualling crew,Southampton,Ireland,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,35,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,18,victualling crew,Southampton,England,0,0,0,0.004,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,28,victualling crew,Southampton,Ireland,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,victualling crew,Southampton,England,0,0,0,0.002,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,42,deck crew,Southampton,England,0,0,0,0.826,8,0.728,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,48,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,36,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,43,engineering crew,Southampton,England,0,0,0,0.008,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,31,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,33,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,49,victualling crew,Southampton,England,0,0,0,0.01,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,21,victualling crew,Southampton,England,0,0,0,0.006,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,43,engineering crew,Southampton,England,0,0,0,0.008,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,victualling crew,Southampton,England,0,0,0,0.002,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,41,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,46,victualling crew,Belfast,England,0,0,0,0,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,34,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,55,victualling crew,Belfast,England,0,0,0,0.002,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
female,40,victualling crew,Southampton,England,0,0,0,0.954,8,0.73,1st,0.838,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,36,victualling crew,Belfast,England,0,0,0,0,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,22,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,50,victualling crew,Southampton,England,0,0,0,0.944,8,0.73,1st,0.838,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,18,engineering crew,Southampton,England,0,0,0,0.01,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,29,victualling crew,Southampton,England,0,0,0,0.008,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,41,deck crew,Southampton,England,0,0,0,0.828,8,0.728,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,35,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,victualling crew,Belfast,United States,0,0,0,0.004,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,26,victualling crew,Belfast,England,0,0,0,0.004,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,27,victualling crew,Southampton,England,0,0,0,0.002,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,24,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,engineering crew,Southampton,England,0,0,0,0.012,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,47,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,38,deck crew,Belfast,England,0,0,0,0.834,8,0.784,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,30,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,40,victualling crew,Belfast,England,0,0,0,0.002,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,41,victualling crew,Belfast,England,0,0,0,0.006,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,29,engineering crew,Southampton,England,0,0,0,0.02,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,33,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,31,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,36,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,victualling crew,Southampton,England,0,0,0,0.002,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,37,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,29,deck crew,Belfast,Wales,0,0,0,0.774,8,0.784,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,25,deck crew,Southampton,England,0,0,0,0.762,8,0.728,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,31,victualling crew,Belfast,England,0,0,0,0.042,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,45,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,26,deck crew,Southampton,Ireland,0,0,0,0.76,8,0.728,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,24,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,34,victualling crew,Southampton,England,0,0,0,0,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,32,engineering crew,Belfast,Scotland,0,0,0,0.012,8,0.304,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,36,victualling crew,Belfast,England,0,0,0,0,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,32,engineering crew,Southampton,England,0,0,0,0.006,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,40,victualling crew,Southampton,England,0,0,0,0.018,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,50,victualling crew,Southampton,United States,0,0,0,0.008,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,27,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,27,victualling crew,Southampton,Scotland,0,0,0,0.002,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,21,victualling crew,Southampton,England,0,0,0,0.006,8,0.358,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,28,victualling crew,Southampton,England,0,0,0,0.908,8,0.73,1st,0.838,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,40,engineering crew,Southampton,England,0,0,0,0.006,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,20,restaurant staff,Southampton,England,0,0,0,0.824,8,0.774,1st,0.838,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,39,victualling crew,Southampton,Channel Islands,0,0,0,0.952,8,0.73,1st,0.838,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,engineering crew,Southampton,England,0,0,0,0.006,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,32,engineering crew,Southampton,England,0,0,0,0.006,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,39,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,deck crew,Southampton,England,0,0,0,0.698,8,0.728,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,29,deck crew,Southampton,Wales,0,0,0,0.71,8,0.728,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,restaurant staff,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,restaurant staff,Southampton,England,0,0,0,0.008,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,deck crew,Belfast,England,0,0,0,0.772,8,0.784,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,22,engineering crew,Southampton,England,0,0,0,0.006,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,59,engineering crew,Southampton,England,0,0,0,0.008,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,31,victualling crew,Belfast,England,0,0,0,0.042,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,28,engineering crew,Southampton,England,0,0,0,0.002,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,53,victualling crew,Belfast,England,0,0,0,0.002,8,0.318,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
male,25,engineering crew,Southampton,England,0,0,0,0.006,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,38,engineering crew,Southampton,England,0,0,0,0,8,0.33,1st,0.482,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
